<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
TLT.US,5,20251113,211000,89.535,89.54,89.51,89.515,687067,0
TLT.US,5,20251113,211500,89.515,89.5155,89.4644,89.465,440604,0
TLT.US,5,20251113,212000,89.465,89.51,89.46,89.51,329636,0
TLT.US,5,20251113,212500,89.505,89.52,89.49,89.4999,438202,0
TLT.US,5,20251113,213000,89.495,89.495,89.47,89.485,268413,0
TLT.US,5,20251113,213500,89.48,89.495,89.47,89.475,291807,0
TLT.US,5,20251113,214000,89.475,89.48,89.45,89.4542,228576,0
TLT.US,5,20251113,214500,89.45,89.465,89.44,89.465,777156,0
TLT.US,5,20251113,215000,89.46,89.48,89.45,89.465,888948,0
TLT.US,5,20251113,215500,89.465,89.47,89.385,89.385,2780474,0
TLT.US,5,20251114,153000,89.79,89.835,89.725,89.7844,722785,0
TLT.US,5,20251114,153500,89.7824,89.7824,89.56,89.585,706049,0
TLT.US,5,20251114,154000,89.5855,89.61,89.54,89.5565,526930,0
TLT.US,5,20251114,154500,89.56,89.575,89.45,89.495,530397,0
TLT.US,5,20251114,155000,89.49,89.49,89.34,89.345,409950,0
TLT.US,5,20251114,155500,89.34,89.385,89.31,89.3199,548136,0
TLT.US,5,20251114,160000,89.3156,89.37,89.2935,89.295,486461,0
TLT.US,5,20251114,160500,89.295,89.32,89.26,89.27,396195,0
TLT.US,5,20251114,161000,89.27,89.31,89.23,89.275,629780,0
TLT.US,5,20251114,161500,89.275,89.305,89.22,89.24,714934,0
TLT.US,5,20251114,162000,89.24,89.255,89.195,89.205,434844,0
TLT.US,5,20251114,162500,89.21,89.22,89.16,89.1701,467243,0
TLT.US,5,20251114,163000,89.175,89.2582,89.155,89.2486,617515,0
TLT.US,5,20251114,163500,89.25,89.26,89.19,89.19,419319,0
TLT.US,5,20251114,164000,89.195,89.235,89.165,89.18,380375,0
